"conesus","chitt","ganarg","chenan","cowas","flint","butter","oatka","honoeye","nineLK","nineMAR","harbor","sauq","oneida","otselic","salmon","orisk","scriba","sixmile","skaneat"
78.8135593220339,1.19760479041916,52.5547445255474,9.5959595959596,18.6440677966102,39.4495412844037,0,46.9135802469136,36.6863905325444,0,44.1176470588235,0,0,40.4411764705882,0,0,0,16.6666666666667,30.7692307692308,10.1694915254237
67.1111111111111,1.05633802816901,48.1981981981982,14.2857142857143,19.047619047619,43.0232558139535,0,36.426116838488,34.9442379182156,8.29493087557604,32.7659574468085,0,0,23.2931726907631,0,0,0,29.4117647058824,32.5301204819277,13.8888888888889
54.1208791208791,0.696055684454756,37.6470588235294,20.8092485549133,17.5,33.3333333333333,0,30.2895322939866,36.9897959183673,10.054347826087,25.2688172043011,0,0,15.3439153439153,0,0,0.291545189504373,33.8028169014084,19.5530726256983,13.6186770428016
45.3703703703704,0.499168053244592,30.3347280334728,21.191135734072,18.4210526315789,29.1021671826625,0.324675324675325,25,36.8,11.7753623188406,24.3992606284658,0,0,11.0687022900763,0,0,0.665188470066519,31.3559322033898,12.258064516129,13.5278514588859
42.4731182795699,0.374064837905237,25.6838905775076,20.1052631578947,16.551724137931,26.0975609756098,0.523560209424084,20.1234567901235,35.2136752136752,18.010752688172,21.2651413189771,0,0,9.7629009762901,0,0,1.75746924428823,30.1675977653631,8.33333333333333,13.5922330097087
44.0366972477064,0.878048780487805,22.2606689734717,19.2982456140351,18.0094786729858,21.8146718146718,0.429184549356223,16.8356997971602,33.0827067669173,25,16.3286004056795,0,0,12.4735729386892,0,0.237812128418549,3.81895332390382,30.1204819277108,5.90909090909091,13.323782234957
46.08,3.04212168486739,21.0061782877317,18.8513513513514,16.8402777777778,18.4,0.371747211895911,14.8085106382979,31.201044386423,27.5726630007855,13.0677290836653,0,0.139664804469274,19.047619047619,0,0.749063670411985,7.09219858156028,36.1764705882353,4.42678774120318,13.903743315508
47.8654592496766,4.95238095238095,21.2141882673943,18.6726659167604,17.092866756393,15.9340659340659,0.323101777059774,13.7855579868709,31.1494252873563,30.5590062111801,11.2830431979368,0,0.220994475138122,25.7738896366083,1.54494382022472,1.44817073170732,10.2794411177645,38.1818181818182,3.47903657448706,11.7889530090684
46.8617021276596,5.93220338983051,19.8365122615804,19.2289386006663,15.4010695187166,15.2122641509434,0.280112044817927,13.0599369085174,31.513903192585,31.3775510204082,9.53141640042599,0,0.36036036036036,32.8515842134519,7.07964601769912,2.65486725663717,13.4003350083752,40.6307977736549,3.9313795568263,11.6840731070496
42.5843694493783,7.57847533632287,17.5809352517986,19.7068403908795,14.1114982578397,15.4871794871795,0.244498777506112,12.988442487617,33.0206378986867,30.2195436934998,9.24444444444444,0,0.827689992475546,37.6580796252927,10.9201213346815,5.86991010047594,15.9010600706714,39.2,5.31600708800945,13.7493389740878
39.4945303658997,8.33011955264173,17.2075471698113,19.8176078568923,13.0497476568133,15.9459459459459,0.213675213675214,12.6960784313725,31.7199654278306,29.5940959409594,8.54668674698795,0,1.39505389980977,42.3809523809524,14.0913081650571,10.417602155366,16.5879574970484,36.8275862068965,6.19380619380619,17.3144876325088
37.0684039087948,10.9506214309708,18.2689236665602,20.2010968921389,12.4171187462327,16.4687252573238,0.185013876040703,12.5441696113074,32.3932312651088,28.2915863840719,7.74693350548741,0,1.46500271296799,42.5546448087432,16.8220668220668,11.3453430433116,19.7322756569162,33.1742243436754,6.62365591397849,20.0976709241172
35.5334281650071,15.1568975725281,18.8118811881188,20.1377848436672,12.711430035879,16.6317260656883,0.158353127474268,12.6201923076923,33.3333333333333,26.9133013273087,7.48031496062992,0,2.41020793950851,43.4397163120567,18.0270927405349,11.1805327195002,22.1043699618159,29.7606659729448,7.49344323716748,20.045045045045
33.8442211055276,18.1699003670687,20.640655105973,20.260525703652,13.0242825607064,15.7035175879397,0.134498991257566,12.4908155767818,34.5120226308345,25.8663987945756,7.59870871616588,0,2.44205298013245,42.8351704691105,18.6243718592965,9.75121532742351,24.8349229640499,26.6239707227813,7.17355371900826,22.7387286474377
32.4651998203862,20.2336448598131,21.8220793140407,20.6960461285008,13.4253931722286,15.2099886492622,0.112994350282486,12.091280653951,35.4581673306773,25.9317116715019,7.72294755476875,0,2.14779759737896,42.7219468228932,19.550820616182,8.85534591194969,26.106335561923,23.4111021721641,8.15905743740795,25.9615384615385
31.633064516129,20.356394129979,22.856597288524,21.4141784209562,13.4763660744217,14.7455867082035,0.0963391136801541,12.0689655172414,35.4676710608914,26.4895330112721,8.06226302135302,0,1.9311232700354,42.7203829278022,19.9257097373309,8.96551724137931,26.2555803571429,20.6214689265537,9.16556291390729,28.030803080308
30.5711695376247,20.7782395164337,24.2076409114271,22.4493132766514,13.2463768115942,14.2857142857143,0.0829531314807134,12.2151321786691,35.4588796185936,26.588536898004,7.75924583031182,0,1.74634984254223,43.2087834248273,19.9459592237779,9.58358238692967,24.6962558889164,18.4472049689441,10.5820105820106,27.9522862823062
29.8935298935299,21.2365131015585,23.5404016814573,23.0376422526992,13.2285859097821,15.0862068965517,0.0720720720720721,12.6236183827807,35.7668364459536,26.7311863841148,8.35135584761271,0.0303582270795386,1.56010230179028,43.6724960254372,19.7173467061773,10.1279509821589,23.2031943212067,16.9230769230769,11.3273562212989,27.2169044608994
